AE_text,true_LLT_term,pred_LLT_term,true_PT_term,pred_PT_term,LLT_correct,PT_correct,exact_LLT_match,LLT_fuzzy_score,LLT_fuzzy_match,exact_PT_match,PT_fuzzy_score,PT_fuzzy_match,true_LLT_Code,true_PT_Code,pred_LLT_Code,pred_PT_Code
pain stomach,Pain stomach,Pain stomach,Schmerzen Oberbauch,Schmerzen Oberbauch,True,True,True,100.0,True,True,100.0,True,10033492,10000087,10033492,10000087
pain tongue,Pain tongue,Pain tongue,Glossodynie,Glossodynie,True,True,True,100.0,True,True,100.0,True,10033496,10018388,10033496,10018388
parvo B19 infection fever with rash,Parvovirus B19 infection,Parvovirus B19 infection,Parvovirus-B19-Infektion,Parvovirus-B19-Infektion,True,True,True,100.0,True,True,100.0,True,10034099,10034099,10034099,10034099
petechiae chest and lower leg Petechien im Brustbereich und Unterschenkel,,Petechiae,,Petechien,False,False,False,0.0,False,False,0.0,False,10087542,,10034754,10034754
petechiae chest Petechien im Brustbereich,Petechia,Petechiae,Petechien,Petechien,False,True,False,94.11764705882352,True,True,100.0,True,10034752,10034754,10034754,10034754
Petechiae Petechien am ganzen Koerper,Petechia,Petechiae,Petechien,Petechien,False,True,False,94.11764705882352,True,True,100.0,True,10034752,10034754,10034754,10034754
petechiae right thigh,Petechia,Petechiae,Petechien,Petechien,False,True,False,94.11764705882352,True,True,100.0,True,10034752,10034754,10034754,10034754
Petechiae transfusion given,Petechia,Petechiae,Petechien,Petechien,False,True,False,94.11764705882352,True,True,100.0,True,10034752,10034754,10034754,10034754
petechiae Transfusion given (platelets),Petechia,Petechia,Petechien,Petechien,True,True,True,100.0,True,True,100.0,True,10034752,10034754,10034752,10034754
Platelet count decrease,Thrombopenia,Platelet count decreased,Thrombozytopenie,Thrombozytenzahl vermindert,False,False,False,22.22222222222222,False,False,65.11627906976744,False,10043569,10043554,10035528,10035528
platelet count decreased,Platelet count decreased,Platelet count decreased,Thrombozytenzahl vermindert,Thrombozytenzahl vermindert,True,True,True,100.0,True,True,100.0,True,10035528,10035528,10035528,10035528
Platelet count decreased Thrombocytopenia,Thrombopenia,Platelet count decreased,Thrombozytopenie,Thrombozytenzahl vermindert,False,False,False,22.22222222222222,False,False,65.11627906976744,False,10043569,10043554,10035528,10035528
Platelet cunt decrease,Thrombopenia,Platelet count decreased,Thrombozytopenie,Thrombozytenzahl vermindert,False,False,False,22.22222222222222,False,False,65.11627906976744,False,10043569,10043554,10035528,10035528
rash,Rash,Rash,,,True,True,True,100.0,True,False,0.0,False,10037844,10037844,10037844,10037844
Rash Entire body,Rash generalised,Rash generalised,,,True,True,True,100.0,True,False,0.0,False,10037858,10037844,10037858,10037844
Rash whole body,Rash generalised,Widespread rash,,,False,True,False,38.70967741935484,False,False,0.0,False,10037858,10037844,10047984,10037844
Renal toxicity,Toxicity renal,Toxic nephropathy,,,False,True,False,51.61290322580645,False,False,0.0,False,10044258,10029155,10044238,10029155
Restlessness Unruhezustaende und Panikattacken,Restlessness,Restlessness,Unruhe,Unruhe,True,True,True,100.0,True,True,100.0,True,10038743,10038743,10038743,10038743
Sars-CoV-2,SARS-CoV-2 infection,SARS-CoV-2 infection,COVID-19,COVID-19,True,True,True,100.0,True,True,100.0,True,10084272,10084268,10084272,10084268
Sepsis,Sepsis,Sepsis,,,True,True,True,100.0,True,False,0.0,False,10040047,10040047,10040047,10040047
Skin irritation anal after diarrhea,Skin irritation,Perianal irritation,Hautreizung,Anorektale Beschwerden,False,False,False,76.47058823529412,False,False,30.303030303030297,False,10040880,10040880,10034452,10068286
splenic infection Pain in the lower abdomen on the left side,Splenic infection,Splenic infection NOS,,,False,True,False,89.47368421052632,False,False,0.0,False,10062112,10062112,10051724,10062112
stomach pain,Stomach pain,Stomach pain,Schmerzen Oberbauch,Schmerzen Oberbauch,True,True,True,100.0,True,True,100.0,True,10042112,10000087,10042112,10000087
tachycardia,Tachycardia,Tachycardia,Tachykardie,Tachykardie,True,True,True,100.0,True,True,100.0,True,10043071,10043071,10043071,10043071
Thrombopenia Thrombocytes on 09-Dec-2022 51Gpt/l,Thrombopenia,Thrombocytopenia,Thrombozytopenie,Thrombozytopenie,False,True,False,85.71428571428572,False,True,100.0,True,10043569,10043554,10043554,10043554
Thrombophlebitis Thrombophlebitis im Bereich der oberflaechlichen Unterschenkelvenen.,Phlebitis and thrombophlebitis of superficial vessels of lower extremities,Phlebitis and thrombophlebitis of superficial vessels of lower extremities,Oberflaechliche Venenthrombose,Oberflaechliche Venenthrombose,True,True,True,100.0,True,True,100.0,True,10034894,10086210,10034894,10086210
Thrombosis Vena subclavia dextra,Thrombosis venous arm,Thrombosis venous arm,Venenthrombose einer Extremitaet,Venenthrombose einer Extremitaet,True,True,True,100.0,True,True,100.0,True,10043641,10061408,10043641,10061408
Thrombotic thrombocytopenic purpura Petechiae,Purpura thrombopaenic thrombotic,Thrombotic thrombocytopenic purpura,Thrombotisch-thrombozytopenische Purpura,Thrombotisch-thrombozytopenische Purpura,False,True,False,59.70149253731343,False,True,100.0,True,10037562,10043648,10043648,10043648
vomiting,Vomiting,Vomiting,Erbrechen,Erbrechen,True,True,True,100.0,True,True,100.0,True,10047700,10047700,10047700,10047700
Weight gain,Weight gain,Weight gain,Gewicht erhoeht,Gewicht erhoeht,True,True,True,100.0,True,True,100.0,True,10047896,10047899,10047896,10047899
weight gain,Weight gain,Weight gain,Gewicht erhoeht,Gewicht erhoeht,True,True,True,100.0,True,True,100.0,True,10047896,10047899,10047896,10047899
Weight gain Gewichtszunahme (Diurese),Weight gain,Weight gain,Gewicht erhoeht,Gewicht erhoeht,True,True,True,100.0,True,True,100.0,True,10047896,10047899,10047896,10047899
weight loss,Weight loss,Unintentional weight loss,Gewicht erniedrigt,Anomaler Gewichtsverlust,False,False,False,61.111111111111114,False,False,47.61904761904761,False,10047900,10047895,10068329,10000159
Weight loss,Weight loss,Weight decreased,Gewicht erniedrigt,Gewicht erniedrigt,False,True,False,59.25925925925925,False,True,100.0,True,10047900,10047895,10047895,10047895
white blood cell decreased,White blood cell decreased,White blood cell count decreased,Leukozytenzahl erniedrigt,Leukozytenzahl erniedrigt,False,True,False,89.65517241379311,False,True,100.0,True,10049182,10047942,10047942,10047942
worsening of the preexisting Diarrhea,Diarrhea aggravated,Diarrhea aggravated,Diarrhoe,Diarrhoe,True,True,True,100.0,True,True,100.0,True,10012728,10012735,10012728,10012735
worsening of the preexisting Mucositis,Mucositis,Mucositis,Schleimhautentzuendung,Schleimhautentzuendung,True,True,True,100.0,True,True,100.0,True,10028127,10028116,10028127,10028116
