AE_text,true_LLT_term,pred_LLT_term,true_PT_term,pred_PT_term,LLT_correct,PT_correct,exact_LLT_match,LLT_fuzzy_score,LLT_fuzzy_match,exact_PT_match,PT_fuzzy_score,PT_fuzzy_match,true_LLT_Code,true_PT_Code,pred_LLT_Code,pred_PT_Code
hypophophatemia,Hypophosphatemia,Hypophosphatemia,,,True,True,True,100.0,True,False,0.0,False,10021059,10021058,10021059,10021058
hypophosphatemia,Hypophosphatemia,Hypophosphatemia,,,True,True,True,100.0,True,False,0.0,False,10021059,10021058,10021059,10021058
hypopotassemia,Hypopotassemia,Hypopotassemia,Hypokaliaemie,Hypokaliaemie,True,True,True,100.0,True,True,100.0,True,10021081,10021015,10021081,10021015
hypotension,Hypotension,Hypotension,Hypotonie,Hypotonie,True,True,True,100.0,True,True,100.0,True,10021097,10021097,10021097,10021097
hypoxaemie,Hypoxaemia,Hypoxaemia,Hypoxie,Hypoxie,True,True,True,100.0,True,True,100.0,True,10021141,10021143,10021141,10021143
Hypoxia,Hypoxia,Hypoxia,Hypoxie,Hypoxie,True,True,True,100.0,True,True,100.0,True,10021143,10021143,10021143,10021143
Ileitis,Ileitis,Ileitis,Enteritis,Enteritis,True,True,True,100.0,True,True,100.0,True,10021312,10014866,10021312,10014866
Ileus,Ileus,Ileus,Ileus,Ileus,True,True,True,100.0,True,True,100.0,True,10021328,10021328,10021328,10021328
Ileus with attachment anus praeter,Ileus,Preternatural anus,Ileus,Anus praeter,False,False,False,26.086956521739136,False,False,23.529411764705888,False,10021328,10021328,10064917,10064917
incereased GGT,Gamma GT increased,GGT increased,Gamma-Glutamyltransferase erhoeht,Gamma-Glutamyltransferase erhoeht,False,True,False,83.87096774193549,False,True,100.0,True,10017670,10017693,10056910,10017693
Increase of CRP with fever,CRP increased,CRP increased,C-reaktives Protein erhoeht,C-reaktives Protein erhoeht,True,True,True,100.0,True,True,100.0,True,10011418,10006825,10011418,10006825
increase of transaminases,Transaminase NOS increased,Transaminases increased,Transaminasen erhoeht,Transaminasen erhoeht,False,True,False,93.87755102040816,True,True,100.0,True,10044346,10054889,10054889,10054889
increased ALT,Alanine aminotransferase increased,ALT increased,Alaninaminotransferase erhoeht,Alaninaminotransferase erhoeht,False,True,False,55.319148936170215,False,True,100.0,True,10001551,10001551,10001845,10001551
increased bilirubin,Bilirubin increased,Bilirubin increased,Bilirubin im Blut erhoeht,Bilirubin im Blut erhoeht,True,True,True,100.0,True,True,100.0,True,10004690,10005364,10004690,10005364
increased c reactive protein,C-reactive protein increased,C-reactive protein increased,C-reaktives Protein erhoeht,C-reaktives Protein erhoeht,True,True,True,100.0,True,True,100.0,True,10006825,10006825,10006825,10006825
increased c-reactive protein,CRP increased,C-reactive protein increased,C-reaktives Protein erhoeht,C-reaktives Protein erhoeht,False,True,False,63.41463414634146,False,True,100.0,True,10011418,10006825,10006825,10006825
increased GGT,Gamma glutamyl transpeptidase increased,GGT increased,Gamma-Glutamyltransferase erhoeht,Gamma-Glutamyltransferase erhoeht,False,True,False,50.0,False,True,100.0,True,10017668,10017693,10056910,10017693
Infection Abszess left Hand,Abscess hand,Abscess hand,Abszess an Gliedmassen,Abszess an Gliedmassen,True,True,True,100.0,True,True,100.0,True,10050481,10050473,10050481,10050473
Infection atypical pneumonia with dyspnea,Atypical pneumonia,Atypical pneumonia,Atypische Pneumonie,Atypische Pneumonie,True,True,True,100.0,True,True,100.0,True,10003757,10003757,10003757,10003757
Infection bacteremia,Bacteraemia,Bacteremia,,,False,True,False,95.23809523809523,True,False,0.0,False,10003997,10003997,10003999,10003997
Infection BK gram+ Kokken; gram- E-coli ZVK,Catheter bacteremia,Bacterial infection,Bakteriaemie im Zusammenhang mit einem Medizinprodukt,Bakterielle Infektion,False,False,False,42.10526315789473,False,False,40.54054054054054,False,10062979,10084453,10060945,10060945
Infection bladder catheter infection with fever,Infection and inflammatory reaction due to indwelling urinary catheter,Infection and inflammatory reaction due to indwelling urinary catheter,Infektion im Zusammenhang mit einem Medizinprodukt,Infektion im Zusammenhang mit einem Medizinprodukt,True,True,True,100.0,True,True,100.0,True,10021794,10064687,10021794,10064687
Infection blood,Infection NOS,Infection NOS,Infektion,Infektion,True,True,True,100.0,True,True,100.0,True,10021842,10021789,10021842,10021789
Infection blood,Infection NOS,Infection NOS,Infektion,Infektion,True,True,True,100.0,True,True,100.0,True,10021842,10021789,10021842,10021789
Infection blood,Infection NOS,Bacterial infection,Infektion,Bakterielle Infektion,False,False,False,56.25,False,False,60.0,False,10021842,10021789,10060945,10060945
Infection Blood,Infection NOS,Infection,Infektion,Infektion,False,True,False,81.81818181818181,False,True,100.0,True,10021842,10021789,10021789,10021789
Infection blood,Infection NOS,Bacterial infection,Infektion,Bakterielle Infektion,False,False,False,56.25,False,False,60.0,False,10021842,10021789,10060945,10060945
Infection blood,Infection NOS,Bacterial infection,Infektion,Bakterielle Infektion,False,False,False,56.25,False,False,60.0,False,10021842,10021789,10060945,10060945
Infection blood,Infection,Bacterial infection,Infektion,Bakterielle Infektion,False,False,False,64.28571428571428,False,False,60.0,False,10021789,10021789,10060945,10060945
Infection blood,Infection NOS,Infection bacterial,Infektion,Bakterielle Infektion,False,False,False,62.5,False,False,60.0,False,10021842,10021789,10021804,10060945
Infection blood (catheter related infection),Catheter related infection,Catheter related infection,Infektion im Zusammenhang mit einem Medizinprodukt,Infektion im Zusammenhang mit einem Medizinprodukt,True,True,True,100.0,True,True,100.0,True,10007810,10064687,10007810,10064687
Infection blood (staph. aureus),Staphylococcus aureus infection,Staphylococcus aureus bacteraemia,Staphylokokkeninfektion,Staphylokokken-Bakteriaemie,False,False,False,78.125,False,False,68.0,False,10075981,10058080,10058863,10051017
Infection bloodstream with MssE,Staphylococcus epidermidis infection,MSSA sepsis,Staphylokokkeninfektion,Sepsis durch Staphylokokken,False,False,False,29.78723404255319,False,False,56.00000000000001,False,10054154,10058080,10078706,10056430
Infection bronchia,Bronchial infection,Bronchial infection,Bronchitis,Bronchitis,True,True,True,100.0,True,True,100.0,True,10055078,10006451,10055078,10006451
Infection candida glabrata in blood,Candida infection,Systemic candidiasis,Candida-Infektion,Systemische Candidiasis,False,False,False,43.24324324324324,False,False,40.0,False,10074170,10074170,10042939,10042938
Infection Candidda in blood culture,Candida infection,Candida sepsis,Candida-Infektion,Candidasepsis,False,False,False,64.51612903225806,False,False,60.0,False,10074170,10074170,10053166,10053166
Infection Cateheter related infection,Catheter related infection,Catheter related infection,Infektion im Zusammenhang mit einem Medizinprodukt,Infektion im Zusammenhang mit einem Medizinprodukt,True,True,True,100.0,True,True,100.0,True,10007810,10064687,10007810,10064687
Infection catheter,Catheter infection,Catheter site infection,Infektion im Zusammenhang mit einem Medizinprodukt,Infektion an der Katheterstelle,False,False,False,87.8048780487805,False,False,44.44444444444444,False,10051387,10064687,10056520,10056520
Infection catheter related,Catheter infection,Catheter related infection,Infektion im Zusammenhang mit einem Medizinprodukt,Infektion im Zusammenhang mit einem Medizinprodukt,False,True,False,81.81818181818181,False,True,100.0,True,10051387,10064687,10007810,10064687
Infection central vene catherter,Catheter site infection,Central line infection,Infektion an der Katheterstelle,Infektion eines Gefaess-Medizinprodukts,False,False,False,75.55555555555556,False,False,51.42857142857142,False,10056520,10056520,10054192,10080714
Infection covid 2,COVID-19,SARS-CoV-2 infection,COVID-19,COVID-19,False,True,False,28.57142857142857,False,True,100.0,True,10084268,10084268,10084272,10084268
Infection CRP,Infection NOS,Infection NOS,Infektion,Infektion,True,True,True,100.0,True,True,100.0,True,10021842,10021789,10021842,10021789
Infection E.coli in blood,Escherichia coli infection,Escherichia coli bacteremia,Escherichia-Infektion,Bakteriaemie durch Escherichia,False,False,False,75.47169811320755,False,False,43.13725490196079,False,10054242,10061126,10054279,10054258
Infection entzuendliche Infiltrate der Lunge,Lung infection,Lung infection,Pneumonie,Pneumonie,True,True,True,100.0,True,True,100.0,True,10061229,10035664,10061229,10035664
Infection evidence of E. coli in blood,Escherichia coli infection,Escherichia coli bacteremia,Escherichia-Infektion,Bakteriaemie durch Escherichia,False,False,False,75.47169811320755,False,False,43.13725490196079,False,10054242,10061126,10054279,10054258
Infection Fungal Pneumonia,Pneumonia fungal,Pneumonia fungal NOS,Pneumonie durch Pilze,Pneumonie durch Pilze,False,True,False,88.88888888888889,False,True,100.0,True,10061354,10061354,10035700,10061354
Infection gallbladder,Gallbladder infection,Gallbladder infection,Infektioese Cholezystitis,Infektioese Cholezystitis,True,True,True,100.0,True,True,100.0,True,10062632,10062631,10062632,10062631
Infection gastrointestinal,Gastrointestinal infection,Gastrointestinal infection,,,True,True,True,100.0,True,False,0.0,False,10017964,10017964,10017964,10017964
Infection generalized Sepsis,Sepsis,Sepsis,,,True,True,True,100.0,True,False,0.0,False,10040047,10040047,10040047,10040047
Infection gerneral sepsis,Sepsis,Sepsis,,,True,True,True,100.0,True,False,0.0,False,10040047,10040047,10040047,10040047
Infection gram+ Kokken epidermidis in blood cultures,Gram-positive cocci infection,Staphylococcus epidermidis infection,Bakterielle Infektion,Staphylokokkeninfektion,False,False,False,55.38461538461539,False,False,54.54545454545454,False,10054276,10060945,10054154,10058080
Infection grampositive Kokken in blood,Gram-positive cocci infection,Gram-positive cocci infection,Bakterielle Infektion,Bakterielle Infektion,True,True,True,100.0,True,True,100.0,True,10054276,10060945,10054276,10060945
Infection Hand (ZVK),Catheter site infection,Hand infection,Infektion an der Katheterstelle,Infektion lokalisiert,False,False,False,59.45945945945945,False,False,57.692307692307686,False,10056520,10056520,10083753,10024774
Infection Herpes,Herpes viral infection NOS,Herpes infection,Herpesvirus-Infektion,Herpesvirus-Infektion,False,True,False,76.19047619047619,False,True,100.0,True,10019971,10019973,10019941,10019973
Infection Herpes labialis (mouth),Cold sore mouth,Herpes labialis,Oraler Herpes,Oraler Herpes,False,True,False,19.999999999999996,False,True,100.0,True,10049319,10067152,10019942,10067152
Infection Herpes simplex nasalis,Herpes simplex,Nasal herpes,Herpes simplex,Nasenherpes,False,False,False,46.15384615384615,False,False,48.0,False,10019948,10019948,10074936,10074936
Infection high c-reactive protein,Infection NOS,Infection NOS,Infektion,Infektion,True,True,True,100.0,True,True,100.0,True,10021842,10021789,10021842,10021789
Infection high CRP,Infection NOS,Infection NOS,Infektion,Infektion,True,True,True,100.0,True,True,100.0,True,10021842,10021789,10021842,10021789
Infection high CRP with no focal point,Infection NOS,Infection NOS,Infektion,Infektion,True,True,True,100.0,True,True,100.0,True,10021842,10021789,10021842,10021789
Infection Infected hematoma in the leg,Hematoma infection,Hematoma infection,Infiziertes Haematom,Infiziertes Haematom,True,True,True,100.0,True,True,100.0,True,10055368,10051564,10055368,10051564
Infection infection of unknown genesis,Infection NOS,Infection NOS,Infektion,Infektion,True,True,True,100.0,True,True,100.0,True,10021842,10021789,10021842,10021789
Infection infection of unknown origin,Infection NOS,Infection NOS,Infektion,Infektion,True,True,True,100.0,True,True,100.0,True,10021842,10021789,10021842,10021789
Infection Infection unknown focus,Infection NOS,Infection NOS,Infektion,Infektion,True,True,True,100.0,True,True,100.0,True,10021842,10021789,10021842,10021789
Infection influenza A pneumonia,Influenza with pneumonia,Pneumonia influenzal,Pneumonie grippal,Pneumonie grippal,False,True,False,45.45454545454546,False,True,100.0,True,10022008,10035714,10035714,10035714
Infection klebsiella infection,Klebsiella infection NOS,Klebsiella infection,Klebsielleninfektion,Klebsielleninfektion,False,True,False,90.9090909090909,True,True,100.0,True,10023454,10061259,10061259,10061259
Infection lung,Lung infection,Lung infection,Pneumonie,Pneumonie,True,True,True,100.0,True,True,100.0,True,10061229,10035664,10061229,10035664
Infection Lung,Lung infection,Lung infection,Pneumonie,Pneumonie,True,True,True,100.0,True,True,100.0,True,10061229,10035664,10061229,10035664
Infection lung and blood,Lung infection,Lung infection NOS,Pneumonie,Pneumonie,False,True,False,87.5,False,True,100.0,True,10061229,10035664,10048847,10035664
Infection Lungs,Lung infection,Lung infection NOS,Pneumonie,Pneumonie,False,True,False,87.5,False,True,100.0,True,10061229,10035664,10048847,10035664
Infection lungs,Lung infection,Lung infection,Pneumonie,Pneumonie,True,True,True,100.0,True,True,100.0,True,10061229,10035664,10061229,10035664
Infection Lungs (pneumonia),Pneumonia,Pneumonia,Pneumonie,Pneumonie,True,True,True,100.0,True,True,100.0,True,10035664,10035664,10035664,10035664
Infection lungs/ catheter associated,Pneumonia,Catheter related infection,Pneumonie,Infektion im Zusammenhang mit einem Medizinprodukt,False,False,False,22.857142857142854,False,False,23.728813559322038,False,10035664,10035664,10007810,10064687
Infection Lymphoid organs,Lymph gland infection,Lymphadenitis,,,False,False,False,58.82352941176471,False,False,0.0,False,10050823,10050823,10025188,10025188
Infection maxillary sinus,Sinus infection,Maxillary sinusitis,Sinusitis,Sinusitis,False,True,False,47.05882352941176,False,True,100.0,True,10040745,10040753,10056475,10040753
Infection Mukosa upper respiratory tract (DD: Pharyngitis) Staph. aureus,Staphylococcus aureus bacteraemia,Staphylococcal pharyngitis,Staphylokokken-Bakteriaemie,Staphylokokkenpharyngitis,False,False,False,57.6271186440678,False,False,69.23076923076923,False,10058863,10051017,10061554,10061554
Infection Nachweis von E. coli in Blutkultur,Escherichia coli infection,Escherichia coli bacteremia,Escherichia-Infektion,Bakteriaemie durch Escherichia,False,False,False,75.47169811320755,False,False,43.13725490196079,False,10054242,10061126,10054279,10054258
Infection Nachweis von E.coli in Blutkultur,Escherichia coli infection,Escherichia coli bacteremia,Escherichia-Infektion,Bakteriaemie durch Escherichia,False,False,False,75.47169811320755,False,False,43.13725490196079,False,10054242,10061126,10054279,10054258
Infection Neutropenic Colitis,Infectious colitis,Neutropenic colitis,Infektion des Dickdarms,Neutropene Kolitis,False,False,False,64.86486486486487,False,False,43.90243902439024,False,10021905,10081959,10062959,10062959
Infection Neutropenic Enterocolitis,Enterocolitis infectious,Neutropenic enterocolitis,Infektioese Enterokolitis,Neutropene Kolitis,False,False,False,53.06122448979591,False,False,65.11627906976744,False,10058838,10058838,10029359,10062959
Infection not specific,Infection NOS,Infection NOS,Infektion,Infektion,True,True,True,100.0,True,True,100.0,True,10021842,10021789,10021842,10021789
INFECTION OCCURING DURING NEURTOPENIA,Neutropenic infection,Neutropenic infection,Neutropenische Infektion,Neutropenische Infektion,True,True,True,100.0,True,True,100.0,True,10059482,10059482,10059482,10059482
Infection of unknown origin,Infection NOS,Infection NOS,Infektion,Infektion,True,True,True,100.0,True,True,100.0,True,10021842,10021789,10021842,10021789
Infection of unknown origin,Infection NOS,Infection NOS,Infektion,Infektion,True,True,True,100.0,True,True,100.0,True,10021842,10021789,10021842,10021789
Infection Otitis media left,Otitis media,Otitis media,Otitis media,Otitis media,True,True,True,100.0,True,True,100.0,True,10033078,10033078,10033078,10033078
Infection Pharynx,Pharyngitis,Pharyngitis,Pharyngitis,Pharyngitis,True,True,True,100.0,True,True,100.0,True,10034835,10034835,10034835,10034835
Infection Phlegmonia,Phlegmon,Phlegmon,Zellulitis,Zellulitis,True,True,True,100.0,True,True,100.0,True,10034907,10007882,10034907,10007882
Infection Pneumocystis carinii Pneumonia,Pneumocystis carinii pneumonia,Pneumocystis carinii pneumonia,Pneumocystis jirovecii-Pneumonie,Pneumocystis jirovecii-Pneumonie,True,True,True,100.0,True,True,100.0,True,10035659,10073755,10035659,10073755
Infection Pneumonia,Pneumonia,Pneumonia,Pneumonie,Pneumonie,True,True,True,100.0,True,True,100.0,True,10035664,10035664,10035664,10035664
Infection pneumonia,Pneumonia,Pneumonia,Pneumonie,Pneumonie,True,True,True,100.0,True,True,100.0,True,10035664,10035664,10035664,10035664
Infection Pneumonia (asperillus),Pneumonia aspergillus,Pneumonia aspergillus,Bronchopulmonale Aspergillose,Bronchopulmonale Aspergillose,True,True,True,100.0,True,True,100.0,True,10048385,10006473,10048385,10006473
Infection pneumonia (atypical),Atypical pneumonia,Atypical pneumonia,Atypische Pneumonie,Atypische Pneumonie,True,True,True,100.0,True,True,100.0,True,10003757,10003757,10003757,10003757
Infection pneumonia atypical,Atypical pneumonia,Atypical pneumonia,Atypische Pneumonie,Atypische Pneumonie,True,True,True,100.0,True,True,100.0,True,10003757,10003757,10003757,10003757
Infection Pneumonia fungal,Pneumonia fungal NOS,Pneumonia fungal,Pneumonie durch Pilze,Pneumonie durch Pilze,False,True,False,88.88888888888889,False,True,100.0,True,10035700,10061354,10061354,10061354
Infection pulmo,Lung infection,Lung infection,Pneumonie,Pneumonie,True,True,True,100.0,True,True,100.0,True,10061229,10035664,10061229,10035664
Infection pulmonal,Lung infection,Lung infection,Pneumonie,Pneumonie,True,True,True,100.0,True,True,100.0,True,10061229,10035664,10061229,10035664
Infection Rectal,Ano-rectal infection NOS,Ano-rectal infection NOS,,,True,True,True,100.0,True,False,0.0,False,10002579,10061640,10002579,10061640
Infection right forearm,Arm infection,Arm infection,Infektion lokalisiert,Infektion lokalisiert,True,True,True,100.0,True,True,100.0,True,10075044,10024774,10075044,10024774
Infection right forearm entry catheter,Catheter site infection,Catheter site infection,Infektion an der Katheterstelle,Infektion an der Katheterstelle,True,True,True,100.0,True,True,100.0,True,10056520,10056520,10056520,10056520
Infection sepsis,Sepsis,Sepsis,,,True,True,True,100.0,True,False,0.0,False,10040047,10040047,10040047,10040047
Infection Sepsis,Sepsis,Sepsis,,,True,True,True,100.0,True,False,0.0,False,10040047,10040047,10040047,10040047
Infection sepsis,Sepsis,Sepsis,,,True,True,True,100.0,True,False,0.0,False,10040047,10040047,10040047,10040047
Infection Sepsis,Sepsis,Sepsis,,,True,True,True,100.0,True,False,0.0,False,10040047,10040047,10040047,10040047
Infection Sepsis,Sepsis,Sepsis,,,True,True,True,100.0,True,False,0.0,False,10040047,10040047,10040047,10040047
Infection Sepsis,Sepsis,Sepsis,,,True,True,True,100.0,True,False,0.0,False,10040047,10040047,10040047,10040047
Infection sepsis (suspected),Sepsis,Sepsis,,,True,True,True,100.0,True,False,0.0,False,10040047,10040047,10040047,10040047
Infection sepsis general,Sepsis,Sepsis,,,True,True,True,100.0,True,False,0.0,False,10040047,10040047,10040047,10040047
Infection Sepsis in Neutropenia,Neutropenic sepsis,Neutropenic sepsis,Neutropenische Sepsis,Neutropenische Sepsis,True,True,True,100.0,True,True,100.0,True,10049151,10049151,10049151,10049151
Infection sepsis witrh shock and respiratory failure,Septic shock,Septic shock,,,True,True,True,100.0,True,False,0.0,False,10040070,10040070,10040070,10040070
Infection sept. Embolie,Septic emboli,Septic embolism,,,False,False,False,92.85714285714286,True,False,0.0,False,10040066,10040067,,
Infection spaphylococcus epidermis in blood,Staphylococcus epidermidis infection,Staphylococcus epidermidis septicemia,Staphylokokkeninfektion,Sepsis durch Staphylokokken,False,False,False,82.1917808219178,False,False,56.00000000000001,False,10054154,10058080,10054639,10056430
Infection staph. epidermis in blood,Staphylococcus epidermidis infection,Staphylococcus epidermidis septicaemia,Staphylokokkeninfektion,Sepsis durch Staphylokokken,False,False,False,81.08108108108108,False,False,56.00000000000001,False,10054154,10058080,10041949,10056430
Infection Staphylococcus epidermis in blood,Staphylococcus epidermidis infection,Staphylococcus epidermidis septicaemia,Staphylokokkeninfektion,Sepsis durch Staphylokokken,False,False,False,81.08108108108108,False,False,56.00000000000001,False,10054154,10058080,10041949,10056430
Infection Staphylococcus haemolyticus in blood,Staphylococcal infection,Coagulase negative staphylococcal infection,Staphylokokkeninfektion,Staphylokokkeninfektion,False,True,False,71.64179104477613,False,True,100.0,True,10058080,10058080,10054273,10058080
Infection staphylococcus haemolyticus in blood,Staphylococcal infection,Staphylococcal bacteremia,Staphylokokkeninfektion,Staphylokokken-Bakteriaemie,False,False,False,73.46938775510203,False,False,68.0,False,10058080,10058080,10054637,10051017
Infection Staphylococcus haemolyticus in blood,Staphylococcal infection,Staphylococcal bacteraemia,Staphylokokkeninfektion,Staphylokokken-Bakteriaemie,False,False,False,72.0,False,False,68.0,False,10058080,10058080,10051017,10051017
Infection Staphylococcus hominis in blood,Staphylococcal infection,Staphylococcal bacteraemia,Staphylokokkeninfektion,Staphylokokken-Bakteriaemie,False,False,False,72.0,False,False,68.0,False,10058080,10058080,10051017,10051017
Infection Streptococcus mitis/oralis in blood,Streptococcal infection,Streptococcal bacteremia,Streptokokken-Infektion,Streptokokken-Bakteriaemie,False,False,False,72.34042553191489,False,False,69.38775510204081,False,10061372,10061372,10054641,10051018
Infection throat,Throat infection,Throat infection,Pharyngitis,Pharyngitis,True,True,True,100.0,True,True,100.0,True,10043520,10034835,10043520,10034835
Infection Tonsillitis,Tonsillitis NOS,Tonsillitis,Tonsillitis,Tonsillitis,False,True,False,84.61538461538461,False,True,100.0,True,10044011,10044008,10044008,10044008
Infection tooth,Tooth infection,Tooth infection,Zahninfektion,Zahninfektion,True,True,True,100.0,True,True,100.0,True,10048762,10048762,10048762,10048762
Infection Tooth Abscess,Tooth abscess,Tooth abscess,Zahnabszess,Zahnabszess,True,True,True,100.0,True,True,100.0,True,10044016,10044016,10044016,10044016
Infection unknown,Infection NOS,Infection NOS,Infektion,Infektion,True,True,True,100.0,True,True,100.0,True,10021842,10021789,10021842,10021789
Infection unknown,Infection NOS,Infection NOS,Infektion,Infektion,True,True,True,100.0,True,True,100.0,True,10021842,10021789,10021842,10021789
Infection unknown focus,Infection NOS,Infection,Infektion,Infektion,False,True,False,81.81818181818181,False,True,100.0,True,10021842,10021789,10021789,10021789
infection unknown of origin,Infection NOS,Infection NOS,Infektion,Infektion,True,True,True,100.0,True,True,100.0,True,10021842,10021789,10021842,10021789
Infection unknown origin,Infection NOS,Infection NOS,Infektion,Infektion,True,True,True,100.0,True,True,100.0,True,10021842,10021789,10021842,10021789
Infection upper respiratory tract,Upper respiratory tract infection,Upper respiratory tract infection NOS,Infektion der oberen Atemwege,Infektion der oberen Atemwege,False,True,False,94.28571428571428,True,True,100.0,True,10046306,10046306,10046307,10046306
Infection urinary,Urinary infection,Urinary tract infection,Harnwegsinfektion,Harnwegsinfektion,False,True,False,85.0,False,True,100.0,True,10046544,10046571,10046571,10046571
Infection with cytomegaly virus,Cytomegalovirus infection,Cytomegalovirus infection,Zytomegalievirus-Infektion,Zytomegalievirus-Infektion,True,True,True,100.0,True,True,100.0,True,10011831,10011831,10011831,10011831
Infection with Staphylococcus epidermis in blood,Staphylococcus epidermidis infection,Staphylococcus epidermidis septicemia,Staphylokokkeninfektion,Sepsis durch Staphylokokken,False,False,False,82.1917808219178,False,False,56.00000000000001,False,10054154,10058080,10054639,10056430
Infection worsening of preexisting pneumonia,Bronchopulmonary infection,Pneumonia,Pneumonie,Pneumonie,False,True,False,34.285714285714285,False,True,100.0,True,10052110,10035664,10035664,10035664
Infection ZVK Infection,Catheter site infection,Zika virus infection,Infektion an der Katheterstelle,Zika-Virusinfektion,False,False,False,60.46511627906976,False,False,36.0,False,10056520,10056520,10078205,10078205
Infection ZVK with Staphylokokken,Catheter site infection,Staphylococcal infection,Infektion an der Katheterstelle,Staphylokokkeninfektion,False,False,False,51.06382978723405,False,False,33.333333333333336,False,10056520,10056520,10058080,10058080
Infection ZVK-Infektion,Catheter site infection,Infection viral,Infektion an der Katheterstelle,Virusinfektion,False,False,False,47.36842105263158,False,False,40.0,False,10056520,10056520,10021876,10047461
inflammation GI tract (Peritonitis),Peritonitis,Peritonitis,Peritonitis,Peritonitis,True,True,True,100.0,True,True,100.0,True,10034674,10034674,10034674,10034674
Inflammation of Colon descendens,Colon inflammation,Colon inflammation,Kolitis,Kolitis,True,True,True,100.0,True,True,100.0,True,10079511,10009887,10079511,10009887
Influenza A infection,Influenza A virus infection,Influenza A virus infection,Grippe,Grippe,True,True,True,100.0,True,True,100.0,True,10022002,10022000,10022002,10022000
Influenza A+B Pneumonie,Influenza with pneumonia,Influenza with pneumonia,Pneumonie grippal,Pneumonie grippal,True,True,True,100.0,True,True,100.0,True,10022008,10035714,10022008,10035714
Influenza B,Influenza B virus infection,Influenza B virus infection,Grippe,Grippe,True,True,True,100.0,True,True,100.0,True,10022003,10022000,10022003,10022000
Infusion Related Reaction Allergic Reaction,Allergic transfusion reaction,Infusion related hypersensitivity reaction,Allergische Transfusionsreaktion,Allergische Reaktion im Zusammenhang mit einer Infusion,False,False,False,47.887323943661976,False,False,55.172413793103445,False,10066173,10066173,10082742,10082742
INR increased,INR increased,INR increased,International normalised ratio erhoeht,International normalised ratio erhoeht,True,True,True,100.0,True,True,100.0,True,10022402,10022595,10022402,10022595
intermittend hypertension,Hypertension,Hypertension,Hypertonie,Hypertonie,True,True,True,100.0,True,True,100.0,True,10020772,10020772,10020772,10020772
intermittend worsening of hypertension,Hypertension worsened,Hypertension worsened,Hypertonie,Hypertonie,True,True,True,100.0,True,True,100.0,True,10020799,10020772,10020799,10020772
intermittent fever,Intermittent fever,Intermittent fever,Fieber,Fieber,True,True,True,100.0,True,True,100.0,True,10058698,10037660,10058698,10037660
intracerebral bleeding,Intra-cerebral haemorrhage,Intracerebral hemorrhage,Hirnblutung,Hirnblutung,False,True,False,96.0,True,True,100.0,True,10022737,10008111,10022754,10008111
Ischaemia with perforation colon right,Ischemic colitis,Ischemic colitis,Kolitis ischaemisch,Kolitis ischaemisch,True,True,True,100.0,True,True,100.0,True,10023037,10009895,10023037,10009895
katheterinfection Streptokokkus miles and oralis,Catheter infection,Catheter infection,Infektion im Zusammenhang mit einem Medizinprodukt,Infektion im Zusammenhang mit einem Medizinprodukt,True,True,True,100.0,True,True,100.0,True,10051387,10064687,10051387,10064687
left ventricular systolic dysfunction,Left ventricular systolic dysfunction,Left ventricular systolic dysfunction,Funktionsstoerung des linken Ventrikels,Funktionsstoerung des linken Ventrikels,True,True,True,100.0,True,True,100.0,True,10069501,10049694,10069501,10049694
Leukopaenia,Leucopenia,Leukopenia,Leukopenie,Leukopenie,False,True,False,90.0,True,True,100.0,True,10024283,10024384,10024384,10024384
low grade papillary urothelial carcinoma,Bladder transitional cell carcinoma,Non-invasive papillary urothelial carcinoma of bladder,Blasenuebergangszellkarzinom,Blasenuebergangszellkarzinom,False,True,False,44.9438202247191,False,True,100.0,True,10005084,10005084,10083552,10005084
lung infection,Lung infection,Lung infection NOS,Pneumonie,Pneumonie,False,True,False,87.5,False,True,100.0,True,10061229,10035664,10048847,10035664
lung infection/pneumonia,Pneumonia,Lung infection,Pneumonie,Pneumonie,False,True,False,34.78260869565217,False,True,100.0,True,10035664,10035664,10061229,10035664
LVEF function decrease,Left ventricular ejection fraction decreased,Left ventricular ejection fraction decreased,Auswurffraktion verkleinert,Auswurffraktion verkleinert,True,True,True,100.0,True,True,100.0,True,10053222,10050528,10053222,10050528
Medication induced hepatic toxity related to GO administration,Drug-induced hepatotoxicity,Drug-induced hepatotoxicity,Arzneimittelbedingter Leberschaden,Arzneimittelbedingter Leberschaden,True,True,True,100.0,True,True,100.0,True,10072937,10072268,10072937,10072268
menorhea,Hypermenorrhea,Menorrhagia,Starke Menstruationsblutung,Starke Menstruationsblutung,False,True,False,64.0,False,True,100.0,True,10020672,10085423,10027313,10085423
menorrhagia,Menorrhagia,Menorrhagia,Starke Menstruationsblutung,Starke Menstruationsblutung,True,True,True,100.0,True,True,100.0,True,10027313,10085423,10027313,10085423
Mucormycosis,Mucormycosis,Mucormycosis,Mukormykose,Mukormykose,True,True,True,100.0,True,True,100.0,True,10028098,10028098,10028098,10028098
Mucositis,Mucositis,Mucositis NOS,Schleimhautentzuendung,Schleimhautentzuendung,False,True,False,81.81818181818181,False,True,100.0,True,10028127,10028116,10028129,10028116
Mucositis bowel,Gastrointestinal mucositis,Intestinal mucositis,Gastrointestinale Entzuendung,Gastrointestinale Entzuendung,False,True,False,86.95652173913044,False,True,100.0,True,10017981,10064147,10082136,10064147
