AE_text,true_LLT_term,pred_LLT_term,true_PT_term,pred_PT_term,LLT_correct,PT_correct,exact_LLT_match,LLT_fuzzy_score,LLT_fuzzy_match,exact_PT_match,PT_fuzzy_score,PT_fuzzy_match,true_LLT_Code,true_PT_Code,pred_LLT_Code,pred_PT_Code
neutropenia,Neutropenia,Neutropenia,Neutropenie,Neutropenie,True,True,True,100.0,True,True,100.0,True,10029354,10029354,10029354,10029354
Neutropenie,Neutropenia,Neutropenia,Neutropenie,Neutropenie,True,True,True,100.0,True,True,100.0,True,10029354,10029354,10029354,10029354
Non small Cell Lung cancer,Non-small cell lung cancer,Non-small cell lung cancer NOS,Nicht-kleinzelliges Lungenkarzinom,Nicht-kleinzelliges Lungenkarzinom,False,True,False,92.85714285714286,True,True,100.0,True,10061873,10061873,10029514,10061873
opstipation,Constipation,Constipation,Obstipation,Obstipation,True,True,True,100.0,True,True,100.0,True,10010774,10010774,10010774,10010774
Pain Backpain,Back pain,Back pain,Rueckenschmerzen,Rueckenschmerzen,True,True,True,100.0,True,True,100.0,True,10003988,10003988,10003988,10003988
Pain Backpain lumbal,Lumbalgia,Lumbar pain,Rueckenschmerzen,Rueckenschmerzen,False,True,False,60.0,False,True,100.0,True,10076433,10003988,10024998,10003988
Pain chest pain left,Breast pain,Chest pain,Brustschmerz,Brustkorbschmerz,False,False,False,76.19047619047619,False,False,85.71428571428572,False,10006298,10006298,10008479,10008479
Pain Joints,Painful joints,Joint pain,Arthralgie,Arthralgie,False,True,False,41.666666666666664,False,True,100.0,True,10033511,10003239,10023222,10003239
Pain lumbar vertebra fracture (LWK 3),Lumbar vertebral fracture L3,Lumbar vertebral fracture L3,Fraktur eines Lendenwirbels,Fraktur eines Lendenwirbels,True,True,True,100.0,True,True,100.0,True,10049959,10049947,10049959,10049947
Pain rheumatic joint pain shoulders and hips,Arthritis rheumatoid,Pain in joint involving shoulder region,Rheumatoide Arthritis,Arthralgie,False,False,False,30.508474576271183,False,False,38.70967741935484,False,10003268,10039073,10033442,10003239
Pancytopenia,Pancytopenia,Pancytopenia,Panzytopenie,Panzytopenie,True,True,True,100.0,True,True,100.0,True,10033661,10033661,10033661,10033661
Pancytopenia and febrile neutropenia with pneumonia,Pneumonia,Febrile neutropenia,Pneumonie,Febrile Neutropenie,False,False,False,50.0,False,False,50.0,False,10035664,10035664,10016288,10016288
Patient was transferred to intensiv care unit due to pneumonia intuation was Required,Pneumonia,Pneumonia,Pneumonie,Pneumonie,True,True,True,100.0,True,True,100.0,True,10035664,10035664,10035664,10035664
Patient with atrial fibrillation to a Prior art. Now: tachyarrhythmic derailment. Hospitalisation for frequency control,Tachyarrhythmia,Atrial fibrillation,Tachyarrhythmia,Vorhofflimmern,False,False,False,29.411764705882348,False,False,20.68965517241379,False,10049447,10049447,10003658,10003658
perorated sigma dierticulitis,Diverticulitis intestinal perforated,Diverticulitis intestinal perforated,Perforation bei Darmdivertikulitis,Perforation bei Darmdivertikulitis,True,True,True,100.0,True,True,100.0,True,10084304,10084304,10084304,10084304
Pleural effusion,Pleural effusion,Pleural effusion,Pleuraerguss,Pleuraerguss,True,True,True,100.0,True,True,100.0,True,10035598,10035598,10035598,10035598
Pneumogene Sepsis,Pulmonary sepsis,Pneumococcal sepsis,,Pneumokokkensepsis,False,False,False,68.57142857142857,False,False,0.0,False,10051739,10051739,10054047,10054047
Pneumonie des Unterlappens und nachgewiesene Pleuraerguesse bds,Pneumonia,Pneumonia,Pneumonie,Pneumonie,True,True,True,100.0,True,True,100.0,True,10035664,10035664,10035664,10035664
praerenales acute kidney injury,Acute renal insufficiency,Acute kidney injury,Akute Nierenschaedigung,Akute Nierenschaedigung,False,True,False,54.54545454545454,False,True,100.0,True,10050440,10069339,10069339,10069339
progress with leukocytosis,AML progression,Leukocytosis,Akute myeloische Leukaemie,Leukozytose,False,False,False,29.629629629629626,False,False,27.027027027027028,False,10066572,10000880,10024378,10024378
Progression General condition Deterioration in blast crisis,Acute myeloid leukaemia progression,Blast crisis in myelogenous leukaemia,Akute myeloische Leukaemie,Blastenkrise bei myelogener Leukaemie,False,False,False,50.0,False,False,63.49206349206349,False,10066764,10000880,10050282,10050282
Progression of AML,AML progression,Acute myeloid leukemia progression,Akute myeloische Leukaemie,Akute myeloische Leukaemie,False,True,False,61.224489795918366,False,True,100.0,True,10066572,10000880,10066638,10000880
pulmonal Sepsis,Pulmonary sepsis,Pulmonary sepsis,,,True,True,True,100.0,True,False,0.0,False,10051739,10051739,10051739,10051739
Rash total body,Generalised rash,Generalized rash,,,False,True,False,93.75,True,False,0.0,False,10018095,10037844,10049201,10037844
rectal pain,Rectal pain,Rectal pain,Proktalgie,Proktalgie,True,True,True,100.0,True,True,100.0,True,10038072,10036772,10038072,10036772
recurrent pneumonia,Pneumonia,Pneumonia recurrent,Pneumonie,Pneumonie,False,True,False,64.28571428571428,False,True,100.0,True,10035664,10035664,10066727,10035664
Relapse Morphological Relapse with a BM blast count of 28% in local cytology,AML progression,Blast cell count increased,Akute myeloische Leukaemie,Blastenzellzahl erhoeht,False,False,False,34.14634146341463,False,False,36.73469387755102,False,10066572,10000880,10062274,10062274
renal insufficiency,Renal insufficiency,Renal insufficiency,Nierenversagen,Nierenversagen,True,True,True,100.0,True,True,100.0,True,10038474,10038435,10038474,10038435
Resection bladder carcinoma,Bladder tumor resection,Transurethral resection of bladder tumor,Operation eines Blasentumors,Transurethrale Blasenresektion,False,False,False,44.44444444444444,False,False,48.275862068965516,False,10062384,10064272,10071280,10052693
Sepsis,Sepsis,Sepsis NOS,,,False,True,False,75.0,False,False,0.0,False,10040047,10040047,10040050,10040047
staphyloccocus infection,Staphylococcus infection in conditions classified elsewhere and of unspecified site.,Staphylococcal infection,Staphylokokkeninfektion,Staphylokokkeninfektion,False,True,False,40.74074074074075,False,True,100.0,True,10041950,10058080,10058080,10058080
Sturz auf den Weg in die Ambulanz.,Fall,Fall,Sturz,Sturz,True,True,True,100.0,True,True,100.0,True,10016173,10016173,10016173,10016173
Subileus,Subileus,Subileus,Subileus,Subileus,True,True,True,100.0,True,True,100.0,True,10050396,10050396,10050396,10050396
Subilius,Subileus,Subileus,Subileus,Subileus,True,True,True,100.0,True,True,100.0,True,10050396,10050396,10050396,10050396
sudden cardiac arrest at home,Sudden cardiac death,Cardiac arrest,Ploetzlicher Herztod,Herzstillstand,False,False,False,58.82352941176471,False,False,35.29411764705882,False,10049418,10049418,10007515,10007515
swelling of the Right knee with inflammation,Knee arthritis,Swelling of R knee,Arthritis,Gelenkschwellung,False,False,False,25.0,False,False,7.9999999999999964,False,10067624,10003246,10042704,10023232
Thrombocytopenia,Thrombocytopenia,Thrombocytopenia,Thrombozytopenie,Thrombozytopenie,True,True,True,100.0,True,True,100.0,True,10043554,10043554,10043554,10043554
thrombocytopenia,Thrombocytopenia,Thrombocytopenia,Thrombozytopenie,Thrombozytopenie,True,True,True,100.0,True,True,100.0,True,10043554,10043554,10043554,10043554
Thrombopenia,Thrombopenia,Thrombopenia,Thrombozytopenie,Thrombozytopenie,True,True,True,100.0,True,True,100.0,True,10043569,10043554,10043569,10043554
thrombopenia,Thrombopenia,Thrombopenia,Thrombozytopenie,Thrombozytopenie,True,True,True,100.0,True,True,100.0,True,10043569,10043554,10043569,10043554
Thrombopenie,Thrombopenia,Thrombopenia,Thrombozytopenie,Thrombozytopenie,True,True,True,100.0,True,True,100.0,True,10043569,10043554,10043569,10043554
Trimalleolarfracture ankle Joint right after fall on the 30. Dec.2017. The Patient slipped whilst carrying Wood!,Trimalleolar fracture,Trimalleolar fracture,Knoechelfraktur,Knoechelfraktur,True,True,True,100.0,True,True,100.0,True,10079503,10002544,10079503,10002544
trush Stomatitis with candida albricans,Candida stomatitis,Candida stomatitis,Orale Candidose,Orale Candidose,True,True,True,100.0,True,True,100.0,True,10007142,10030963,10007142,10030963
ventricular fibrillation,Ventricular fibrillation,Ventricular fibrillation,Kammerflimmern,Kammerflimmern,True,True,True,100.0,True,True,100.0,True,10047290,10047290,10047290,10047290
ventricular Tachyarrhythmia,Ventricular tachyarrhythmia,Ventricular tachyarrhythmia,Kammer-Tachyarrhythmie,Kammer-Tachyarrhythmie,True,True,True,100.0,True,True,100.0,True,10065341,10065341,10065341,10065341
ventricular tachycardia,Ventricular tachycardia,Ventricular tachycardia,Tachykardie ventrikulaer,Tachykardie ventrikulaer,True,True,True,100.0,True,True,100.0,True,10047302,10047302,10047302,10047302
Vomiting prolonged vomitting,Vomiting,Persistent vomiting,Erbrechen,Erbrechen,False,True,False,59.25925925925925,False,True,100.0,True,10047700,10047700,10034716,10047700
Vomiting vomitting due to antibiotics,Adverse reaction to antibiotics,Vomiting of medication,Unerwuenschte Arzneimittelwirkung,Erbrechen,False,False,False,41.509433962264154,False,False,33.333333333333336,False,10080920,10061623,10052008,10047700
worsening of AML,AML progression,AML progression,Akute myeloische Leukaemie,Akute myeloische Leukaemie,True,True,True,100.0,True,True,100.0,True,10066572,10000880,10066572,10000880
Worsening of aterial hypertension,Hypertension exacerbated,Hypertension worsened,Hypertonie,Hypertonie,False,True,False,71.11111111111111,False,True,100.0,True,10020779,10020772,10020799,10020772
Worsening of hypoalbuminaemie,Hypoalbuminaemia,Hypoalbuminaemia,Hypalbuminaemie,Hypalbuminaemie,True,True,True,100.0,True,True,100.0,True,10020942,10020942,10020942,10020942
Worsening of renal insufficency,Renal insufficiency aggravated,Renal insufficiency aggravated,Nierenversagen,Nierenversagen,True,True,True,100.0,True,True,100.0,True,10063886,10038435,10063886,10038435
Worsening of the general condition,Reduced general condition,Condition worsened,Generelle Verschlechterung des physischen Gesundheitszustandes,Zustand verschlimmert,False,False,False,41.860465116279066,False,False,28.915662650602414,False,10057364,10049438,10076326,10010264
Worsening of the general condition AML,AML progression,AML progression,Akute myeloische Leukaemie,Akute myeloische Leukaemie,True,True,True,100.0,True,True,100.0,True,10066572,10000880,10066572,10000880
Worsening of the general condition bronchopneumonia,Bronchopneumonia NOS,Bronchopneumonia,Pneumonie,Pneumonie,False,True,False,88.88888888888889,False,True,100.0,True,10006470,10035664,10006469,10035664
Worsening of the general condition fever,Reduced general condition,Fever,Generelle Verschlechterung des physischen Gesundheitszustandes,Fieber,False,False,False,19.999999999999996,False,False,8.823529411764708,False,10057364,10049438,10016558,10037660
Worsening of the general condition general,Reduced general condition,Reduced general condition,Generelle Verschlechterung des physischen Gesundheitszustandes,Generelle Verschlechterung des physischen Gesundheitszustandes,True,True,True,100.0,True,True,100.0,True,10057364,10049438,10057364,10049438
Worsening of the general condition pulmonary sepsis,Pulmonary sepsis,Pulmonary sepsis,,,True,True,True,100.0,True,False,0.0,False,10051739,10051739,10051739,10051739
Worsening of the general condition Reduced general condition; need of assistence,Reduced general condition,Condition worsened,Generelle Verschlechterung des physischen Gesundheitszustandes,Zustand verschlimmert,False,False,False,41.860465116279066,False,False,28.915662650602414,False,10057364,10049438,10076326,10010264
Worsening of the general condition starke Schmerzsymptomatik in der linken Huefte mit Ausstrahlung in das linke Bein. Blutiger Mund nach fraglichem Zungenbiss. Patientin voellig dement.,General physical health deterioration,General physical health deterioration,Generelle Verschlechterung des physischen Gesundheitszustandes,Generelle Verschlechterung des physischen Gesundheitszustandes,True,True,True,100.0,True,True,100.0,True,10049438,10049438,10049438,10049438
Worsening of the general condition with neutropenia and thrombopenie,Reduced general condition,Thrombocytopenia,Generelle Verschlechterung des physischen Gesundheitszustandes,Thrombozytopenie,False,False,False,24.390243902439025,False,False,17.948717948717952,False,10057364,10049438,10043554,10043554
Worsening of the general condition with vomiting and difficulty to swallow/ fungal oesophagitis,Fungal oesophagitis,Fungal oesophagitis,Oesophagitis durch Pilzbefall,Oesophagitis durch Pilzbefall,True,True,True,100.0,True,True,100.0,True,10049656,10049656,10049656,10049656
Worsening of the general condition worsening of the General condition,Reduced general condition,Condition worsened,Generelle Verschlechterung des physischen Gesundheitszustandes,Zustand verschlimmert,False,False,False,41.860465116279066,False,False,28.915662650602414,False,10057364,10049438,10076326,10010264
Worsening of the generel condition AML,AML progression,AML progression,Akute myeloische Leukaemie,Akute myeloische Leukaemie,True,True,True,100.0,True,True,100.0,True,10066572,10000880,10066572,10000880
Worsening of the generel condition Sepsis,Sepsis,Sepsis,,,True,True,True,100.0,True,False,0.0,False,10040047,10040047,10040047,10040047
